,target_wind_speed,pred_svr
117753,5.0,4.322620003500859
117754,0.0,5.345310117946202
117755,9.0,4.232998285961763
117756,11.0,7.9117870843530795
117757,11.0,10.167979877802225
117758,34.0,9.920134202783952
117759,17.0,27.226533970520645
117760,18.0,19.82971342033897
117761,39.0,18.98707239631069
117762,50.0,35.08576861877321
117763,61.0,41.59113573075523
117764,24.0,53.08508113100352
117765,54.0,32.069592519728204
117766,55.0,37.52570896176316
117767,34.0,46.64820262474235
117768,18.0,39.663229011827326
117769,24.0,26.392240763110106
117770,30.0,27.111985735668924
117771,46.0,31.824184321870284
117772,46.0,42.97246976897854
117773,41.0,45.15472651513271
117774,11.0,40.84965056802051
117775,8.0,25.590219631027672
117776,15.0,21.14203860026745
117777,22.0,23.54196672336803
117778,30.0,26.12008589461833
117779,41.0,32.23959514234285
117780,11.0,39.24920187337167
117781,26.0,25.53654924711702
117782,48.0,27.82783615403415
117783,50.0,38.82311408699625
117784,43.0,38.29211101258618
117785,5.0,40.71871230466199
117786,22.0,23.718166232677298
117787,55.0,25.71373551204505
117788,52.0,27.152769103923056
117789,43.0,48.872755826244145
117790,17.0,43.204873933513184
117791,65.0,25.791800483728537
117792,63.0,31.260296122842654
117793,39.0,46.41201372788056
117794,32.0,41.83249046873103
117795,32.0,32.27993615703661
117796,30.0,32.42463852276859
117797,32.0,31.698867942766093
117798,34.0,31.26306780224079
117799,34.0,28.664309234129238
117800,35.0,29.662150084360277
117801,32.0,30.065490862628103
117802,26.0,31.025592459103596
117803,24.0,26.03619985595064
117804,17.0,23.41081905167729
117805,35.0,19.63779658327565
117806,35.0,31.43660973616798
117807,39.0,32.318533906846646
117808,37.0,35.390157906247616
117809,35.0,35.17977178394413
117810,37.0,33.47820756322122
117811,32.0,30.879267844210087
117812,30.0,29.724281478729964
117813,28.0,28.276167438835927
117814,24.0,27.084287317351464
117815,22.0,24.12343447716585
117816,18.0,17.83574574065779
117817,15.0,15.222062765768769
117818,15.0,12.86401344973976
117819,11.0,12.334518583753715
117820,5.0,10.708689789082204
117821,22.0,7.8934094838784965
117822,39.0,21.485950890031035
117823,30.0,34.93302903718198
117824,32.0,34.263249459912686
117825,37.0,34.62562698449216
117826,37.0,37.123579938269756
117827,28.0,34.94680346899493
117828,26.0,29.537358421760047
117829,43.0,27.484389894977163
117830,26.0,34.43791065791404
117831,34.0,30.16725287243323
117832,39.0,32.46559062341342
117833,37.0,36.03907863415498
117834,26.0,36.1084703863249
117835,34.0,29.236098029743488
117836,24.0,31.26113961165547
117837,48.0,26.44582507411881
117838,34.0,40.94559869085215
117839,28.0,35.02031640932157
117840,41.0,30.696086656568664
117841,41.0,37.914613891340025
117842,39.0,39.98164248361782
117843,35.0,36.57128703184579
117844,21.0,32.42129030917275
117845,41.0,26.48831938796975
117846,50.0,33.083865725787874
117847,41.0,43.14543709785381
117848,34.0,43.21899452144547
117849,26.0,33.86926266712973
117850,26.0,28.161925386976367
117851,28.0,28.31766290147563
117852,37.0,30.61187884580416
117853,35.0,30.615197712893927
117854,45.0,30.67718337245491
117855,34.0,30.004974772727195
117856,45.0,31.050429502035662
117857,41.0,35.43160794136343
117858,32.0,37.29192526343051
117859,41.0,33.64229862008531
117860,32.0,30.63437439839065
117861,34.0,29.78661981167571
117862,35.0,29.107969688172297
117863,54.0,29.76018586635397
117864,34.0,45.54704680971521
117865,46.0,38.145101672516745
117866,22.0,41.81748912848461
117867,46.0,26.308521702919485
117868,32.0,31.405454440691464
117869,48.0,33.36201513154887
117870,61.0,44.122434078913194
117871,68.0,53.5082854664514
117872,50.0,55.614086398608734
117873,55.0,50.129660765755354
117874,41.0,52.447007940624836
117875,41.0,44.95985189043899
117876,34.0,34.61512321622194
117877,58.0,32.06994732333552
117878,61.0,44.91420864190606
117879,61.0,51.09993633696848
117880,63.0,52.651878808690654
117881,45.0,51.46335301228881
117882,39.0,46.9207415086649
117883,17.0,40.25683409398404
117884,13.0,21.584726077711572
117885,58.0,23.357001044243525
117886,61.0,30.78098211771862
117887,34.0,36.05897259393303
117888,39.0,36.65435624287082
117889,32.0,34.33480601697197
117890,28.0,32.27701670520302
117891,32.0,27.20914387168523
117892,39.0,28.97900662524435
117893,35.0,32.43182564067782
117894,50.0,31.823379400580848
117895,43.0,41.30468846826368
117896,41.0,38.19445162539688
117897,28.0,39.02829835333983
117898,21.0,25.359326143709662
117899,41.0,24.767321512958773
117900,45.0,36.15955320312399
117901,45.0,36.95833893483723
117902,48.0,37.44249945772164
117903,54.0,39.53865190676696
117904,34.0,48.116805411395504
117905,52.0,37.96962092143009
117906,59.0,41.59017687285852
117907,39.0,48.978308681110185
117908,37.0,45.50538356212654
117909,50.0,39.621753602736554
117910,48.0,46.801637953058545
117911,34.0,45.31432988591001
117912,32.0,40.18246192599675
117913,30.0,32.3285903441633
117914,35.0,30.23986281468552
117915,39.0,33.34466003088019
117916,41.0,37.676893250023554
117917,30.0,38.436886282247144
117918,28.0,33.109149213640336
117919,26.0,28.27123388795977
117920,22.0,25.874320459690725
117921,5.0,26.606280023852552
117922,9.0,16.009722988480384
117923,4.0,11.340148850517224
117924,15.0,8.49348275955461
117925,13.0,13.231768036653474
117926,11.0,12.221823343895993
117927,11.0,11.1488810768762
117928,11.0,10.415050777200463
117929,13.0,10.47378830914936
117930,11.0,11.376719142339482
117931,13.0,9.774837340106348
117932,15.0,10.638094803319593
117933,11.0,13.536699606976454
117934,21.0,10.960569438495025
117935,15.0,18.357781910774083
117936,17.0,15.1371724261668
117937,18.0,14.041508276386455
117938,21.0,17.783363593644303
117939,26.0,20.5350714547354
117940,30.0,25.91000196936466
117941,32.0,31.403018920828174
117942,30.0,30.847479399349574
117943,28.0,30.625448306183664
117944,30.0,26.65720336666466
117945,30.0,28.475431739333366
117946,34.0,26.250836420011165
117947,26.0,30.304527117418345
117948,26.0,25.30239091055915
117949,28.0,25.376071464019574
117950,22.0,25.412039436129685
117951,22.0,23.08601262955096
117952,22.0,21.476021032965946
117953,26.0,20.368787485487434
117954,24.0,23.588299071020714
117955,22.0,21.944231703040238
117956,22.0,22.10816264021441
117957,30.0,21.563381449008993
117958,22.0,27.967359374080665
117959,26.0,22.770170913287437
117960,28.0,25.325350007237518
117961,30.0,26.977632044096072
117962,24.0,28.381912014672082
117963,34.0,24.806938683703205
117964,39.0,30.67028795637239
117965,35.0,35.01300427035035
117966,37.0,33.57392744271203
117967,41.0,33.56797636550169
117968,34.0,36.45281160705309
117969,39.0,32.9663557318759
117970,43.0,35.21058675917154
117971,45.0,37.08624160836045
117972,34.0,39.52926793065623
117973,43.0,35.59070160924045
117974,50.0,36.770748090009505
117975,39.0,42.26630052900241
117976,34.0,40.61963481485697
117977,34.0,33.457073029311346
117978,34.0,33.30364182653563
117979,35.0,33.810366948064726
117980,30.0,32.9507260352522
117981,13.0,29.115846711025046
117982,41.0,19.378156273085942
117983,35.0,40.76508879769543
117984,37.0,37.3982576803041
117985,28.0,36.763244841084365
117986,43.0,31.597945822303075
117987,35.0,41.583364790034544
117988,34.0,35.252565153329236
117989,18.0,30.041016324082758
117990,26.0,26.242885048383847
117991,22.0,29.289288057513716
117992,32.0,23.05318605337293
117993,30.0,32.34682989900616
117994,30.0,29.631643006233933
117995,28.0,28.41899053103792
117996,34.0,26.94779353319924
117997,32.0,30.904945343531807
117998,35.0,29.24303561439912
117999,32.0,30.67772932559311
118000,24.0,29.36476556825338
118001,26.0,24.34052121699832
118002,22.0,24.446013296932986
118003,22.0,22.61490358988427
118004,30.0,22.46416318607971
118005,30.0,26.787575748526884
118006,28.0,24.413058862784936
118007,5.0,21.52866851746598
118008,22.0,12.14567039676929
118009,24.0,23.866796402817332
118010,32.0,27.632464411307865
118011,32.0,33.021900661118224
118012,32.0,32.47099030285798
118013,34.0,32.701338348081684
118014,32.0,30.599788188444343
118015,28.0,29.556203726045243
118016,26.0,27.638215042228655
118017,22.0,24.82627396596878
118018,28.0,22.52910998830689
118019,30.0,26.367477737901513
118020,24.0,28.522562979327844
118021,28.0,24.10047008736136
118022,30.0,25.529180699544273
118023,28.0,27.1012981035951
118024,28.0,25.67944824725611
118025,28.0,25.136093837061203
118026,21.0,25.083173091510595
118027,28.0,20.955385907457863
118028,17.0,24.00910840679522
118029,22.0,17.400070403364836
118030,24.0,19.225143879076136
118031,28.0,22.127676472685444
118032,28.0,25.102819976714443
118033,37.0,25.09747210279693
118034,39.0,31.8832016437855
118035,39.0,32.68017497342063
118036,34.0,33.674111869810346
118037,37.0,32.9186705576741
118038,39.0,33.59880940908419
118039,43.0,35.37914358153691
118040,34.0,38.181777942481624
118041,32.0,34.582087491790034
118042,35.0,31.2377986938247
118043,21.0,33.0093617533679
118044,21.0,22.56438397268913
118045,22.0,21.972932049002736
118046,13.0,22.915849627805212
118047,21.0,14.089012935669144
118048,15.0,21.464865927577115
118049,11.0,15.689807979018273
118050,11.0,10.709064990971438
118051,4.0,10.395363954651934
118052,11.0,7.732891959694218
118053,8.0,10.927042037313704
118054,4.0,9.623445861709374
118055,8.0,6.629974705836069
118056,15.0,8.482365579776491
118057,22.0,13.644380738139837
118058,26.0,22.15114891356724
118059,28.0,25.218536524110583
118060,30.0,27.468412423902755
118061,30.0,28.796878698674835
118062,41.0,26.73348303612233
118063,54.0,35.81720340919427
118064,54.0,46.85530215844892
118065,28.0,51.70506355440689
118066,22.0,36.78608758259032
118067,17.0,26.75227416254777
118068,22.0,21.70674410729409
118069,17.0,23.78816812284102
118070,17.0,23.489903354890256
118071,15.0,18.657061349498093
118072,24.0,16.501621671322617
118073,28.0,19.184628105309777
118074,34.0,25.44050362028856
118075,26.0,32.41884688155874
118076,32.0,26.05698622883196
118077,37.0,29.510511567807786
118078,37.0,32.41716773347046
118079,43.0,33.502376617768476
118080,39.0,38.796090355466724
118081,35.0,37.184934333105545
118082,34.0,34.992330157519945
118083,48.0,32.25440521067944
118084,41.0,41.34774171280108
118085,45.0,39.5791828600977
118086,54.0,41.873702139933876
118087,39.0,48.967611132355955
118088,30.0,43.055409039310405
118089,30.0,32.02268357567542
118090,24.0,30.066407864546782
118091,24.0,28.427142285902356
118092,35.0,27.84563058313458
118093,37.0,32.13994011091015
118094,35.0,33.97132216501042
118095,35.0,33.99329230364058
118096,32.0,33.89027914994024
118097,28.0,31.395363723245254
118098,26.0,29.407973627341352
118099,17.0,27.671096020410566
118100,30.0,20.564299195707925
118101,26.0,28.1433306654972
118102,18.0,25.405020822975157
118103,13.0,20.919033410907943
118104,15.0,15.96132144142692
118105,5.0,16.76948624911513
118106,5.0,9.826542484601799
118107,9.0,8.056817122062458
118108,13.0,9.807024222309582
118109,18.0,11.688561141592437
118110,13.0,18.314475781817627
118111,15.0,16.107720254231257
118112,11.0,15.89843454453179
118113,9.0,11.256835993481673
118114,8.0,9.208496904687202
118115,11.0,8.296088878643232
118116,4.0,10.177858437543932
118117,0.0,6.523282389828356
118118,8.0,4.064823788417808
118119,8.0,8.620426245176358
118120,8.0,9.352539455126806
118121,15.0,8.621285308999031
118122,15.0,13.512266535736929
118123,18.0,14.191850444856922
118124,18.0,15.709428832331902
118125,17.0,15.907065299091922
118126,18.0,15.460661458804994
118127,18.0,16.255640397732936
118128,18.0,16.179778441293514
118129,15.0,16.509266975549824
118130,13.0,13.96158113672102
118131,18.0,11.603196574031497
118132,15.0,13.752634360855216
118133,13.0,13.042449085269903
118134,13.0,11.732250211427715
118135,13.0,11.177555924148528
118136,13.0,10.981659952507695
118137,13.0,10.998226837917567
118138,9.0,11.529998113401263
118139,8.0,9.086202702344746
118140,8.0,7.325200500449917
118141,9.0,7.154648666457298
118142,9.0,7.596120074974927
118143,13.0,7.824413832640111
118144,8.0,10.621540654325745
118145,5.0,8.39519452925854
118146,11.0,5.9503847992293615
118147,8.0,9.28035765938839
118148,5.0,8.4288183177019
118149,4.0,5.867931883484967
118150,4.0,4.9316750820034265
118151,8.0,5.247963364155108
118152,9.0,7.697086599359498
118153,26.0,8.76731444785674
118154,30.0,15.24949566973776
118155,30.0,23.876220113340004
118156,45.0,29.751881500807112
118157,46.0,40.46189186293877
118158,39.0,44.44020241623075
118159,28.0,32.33387671241881
118160,39.0,33.11149834671361
118161,21.0,36.66839796926219
118162,37.0,23.75563104284262
118163,17.0,27.607227817697407
118164,22.0,15.256986395545482
118165,18.0,18.292323507566973
118166,15.0,13.689273873269324
118167,8.0,12.06245536652666
118168,4.0,9.417421990021193
118169,11.0,6.41236232025431
118170,13.0,9.62215168605347
118171,26.0,11.556130839552644
118172,28.0,22.101452126572855
118173,32.0,28.209058613699156
118174,24.0,33.92579371243074
118175,13.0,28.493822067011294
118176,15.0,19.414559634559932
118177,22.0,18.557099972124494
118178,26.0,25.042528951634278
118179,30.0,28.058388122101604
118180,21.0,30.327840162672704
118181,21.0,25.280390127277215
118182,17.0,21.630034463192036
118183,15.0,19.515252607713247
118184,13.0,18.772174545295982
118185,11.0,17.290501904610917
118186,24.0,13.347368516105911
118187,11.0,24.83494854495172
118188,21.0,15.336646782001377
118189,13.0,16.67046720989867
118190,8.0,11.84174156307213
118191,11.0,9.181433361796095
118192,9.0,12.388780054571711
118193,30.0,10.886213669963848
118194,24.0,26.12239915308427
118195,18.0,22.97840172873654
118196,24.0,20.833754590486414
118197,37.0,24.45718718803262
118198,34.0,33.50760848967433
118199,21.0,32.26554635708488
118200,24.0,24.121994748998663
118201,48.0,25.313232089524607
118202,26.0,43.33859661223937
118203,37.0,31.90647506619994
118204,50.0,36.84157286284254
118205,39.0,45.29515866462002
118206,41.0,39.38566154550477
118207,45.0,39.088418091049355
118208,22.0,42.02642242001208
118209,21.0,27.627670817207065
118210,32.0,26.80936125118214
118211,52.0,32.23147011471782
118212,41.0,44.40547122029932
118213,26.0,42.66305881183335
118214,30.0,28.4172025415003
118215,37.0,31.80013574585638
118216,37.0,37.251211354524614
118217,41.0,35.93830018862928
118218,26.0,37.989371659902886
118219,13.0,29.471333287633726
118220,18.0,18.985829319992625
118221,32.0,22.754143327271613
118222,21.0,33.29072071067083
118223,24.0,23.174672935211333
118224,15.0,24.109507418140296
118225,18.0,18.723714600473222
118226,17.0,19.859941161214863
118227,17.0,19.359308187962945
118228,8.0,18.05604474390573
118229,18.0,12.766838965773397
118230,30.0,18.1315142696049
118231,0.0,30.230024988691174
118232,9.0,17.65143478664831
118233,11.0,15.643227992880892
118234,9.0,17.343258043417883
118235,15.0,14.387191040516628
118236,32.0,19.257432977177473
118237,24.0,31.59778485906085
118238,30.0,24.6935564169054
118239,30.0,29.460007733283263
118240,26.0,29.135297036119777
118241,43.0,24.901851360698423
118242,43.0,40.26931944203443
118243,48.0,38.78928106392027
118244,50.0,45.607301548743465
118245,52.0,47.087076673214696
118246,45.0,49.50976452200204
118247,45.0,45.27611491621035
118248,48.0,43.3685592537267
118249,50.0,44.023152410634324
118250,46.0,44.82128487364007
118251,48.0,44.29615559956266
118252,48.0,45.62814348803772
118253,50.0,45.030272328031145
118254,45.0,45.037189053944914
118255,35.0,45.17691726363182
118256,21.0,37.16045074025706
118257,22.0,22.32458842214899
118258,22.0,27.998424090247042
118259,30.0,29.724463136800537
118260,26.0,32.31780863255044
118261,35.0,26.87649514667621
118262,35.0,32.80586797760306
118263,39.0,33.331921277577926
118264,39.0,37.293257722652726
118265,39.0,36.999039583301744
118266,63.0,36.69458502376406
118267,43.0,53.69883493150529
118268,50.0,45.38625064369691
118269,37.0,46.510252696573204
118270,41.0,39.54310943871914
118271,34.0,40.37792881097415
118272,34.0,35.956057057041356
118273,30.0,34.15732756909272
118274,32.0,30.08256953374485
118275,37.0,31.452161239222683
118276,41.0,34.961923823087815
118277,30.0,37.71229983901772
118278,28.0,32.02787567681455
118279,43.0,28.108003469274347
118280,34.0,38.58486735372138
118281,41.0,34.28751433489354
118282,43.0,38.27304688216763
118283,32.0,39.01898189037921
118284,35.0,34.012562770561665
118285,32.0,33.47132022287449
118286,28.0,31.79340506775689
118287,18.0,28.059952752300003
118288,21.0,23.8341673434341
118289,30.0,22.453136159238213
118290,26.0,29.14061069845094
118291,17.0,26.298296057417456
118292,9.0,19.733617701015156
118293,13.0,12.818552865744309
118294,11.0,15.403086892274146
118295,5.0,14.318128726689563
118296,5.0,8.854457653727067
118297,24.0,5.870174287272565
118298,24.0,24.568726037596758
118299,24.0,27.33195981209362
118300,32.0,25.74032248361036
118301,34.0,33.13625588955587
118302,34.0,33.96850317471315
118303,32.0,32.8885476944095
118304,26.0,31.573629788122346
118305,26.0,25.789690456335688
118306,26.0,24.342634511217884
118307,21.0,26.172144198801462
118308,32.0,22.038906271250696
118309,21.0,29.434288600044958
118310,32.0,22.913198436676826
118311,24.0,29.564776247778298
118312,35.0,24.846839321957646
118313,41.0,33.354375913965264
118314,45.0,38.74151400164314
118315,24.0,43.31881867895955
118316,43.0,26.59905740170054
118317,37.0,39.137874698769544
118318,48.0,35.65273145458887
118319,22.0,43.760193502599535
118320,32.0,29.58088796138235
118321,39.0,31.333795303017514
118322,32.0,37.0670665600389
118323,37.0,33.68531075919606
118324,46.0,35.123985972065114
118325,54.0,42.954179041166434
118326,58.0,50.15042568240736
118327,45.0,53.44181652030669
118328,43.0,48.52407547882176
118329,52.0,43.17815667287395
118330,63.0,47.74132703989071
118331,34.0,52.90392300137866
118332,46.0,41.434515884764664
118333,41.0,42.5167403795356
118334,72.0,40.762115661275026
118335,30.0,51.862411774925945
118336,52.0,39.46221188089819
118337,55.0,42.834731602086805
118338,41.0,50.11748049541293
118339,41.0,43.784705978552964
118340,52.0,40.2514444565604
118341,45.0,45.30740286326836
118342,43.0,41.6912262480169
118343,32.0,36.9440994001202
118344,30.0,31.391131647892387
118345,30.0,31.222096182189613
118346,28.0,28.293480522090153
118347,21.0,29.427785725510574
118348,21.0,25.45772622776372
118349,26.0,24.548605497703925
118350,30.0,26.72168965079412
118351,30.0,29.48382534902337
118352,28.0,29.343836819922515
118353,22.0,28.175228646355002
118354,17.0,24.389210514030438
118355,39.0,20.8512310830807
118356,17.0,34.81338070491854
118357,35.0,21.81621883326798
118358,34.0,31.565616233524587
118359,48.0,32.22031863174845
118360,18.0,42.94448561895306
118361,30.0,20.400309554834184
118362,46.0,29.291517446037865
118363,35.0,38.98339376723713
118364,34.0,35.95442491170529
118365,21.0,30.294143519915767
118366,28.0,23.125474266326407
118367,43.0,25.788920496728018
118368,35.0,37.77886747365096
118369,52.0,33.66520186290041
118370,43.0,45.959372067741874
118371,30.0,43.23594839932605
118372,43.0,27.684467735013115
118373,41.0,37.51033775714089
118374,37.0,37.12970037434114
118375,39.0,34.546718267100516
118376,41.0,33.65038484995135
118377,22.0,33.877964515249275
118378,45.0,29.453614800562754
118379,26.0,39.50432881594904
118380,39.0,25.877210011169176
118381,35.0,35.47149506621039
118382,17.0,34.1190704333406
118383,8.0,20.188073152999507
118384,17.0,15.501362887662921
118385,15.0,19.260123117437917
118386,15.0,19.322137620614633
118387,15.0,17.74079425058605
118388,17.0,17.583842375556898
118389,18.0,17.603660324023416
118390,22.0,20.32684693528638
118391,22.0,23.21351403546538
118392,22.0,22.3123421505946
118393,13.0,23.295617310873503
118394,11.0,16.450353392124814
118395,17.0,13.493986529046795
118396,41.0,18.746310150255482
118397,50.0,36.072766844468035
118398,43.0,47.02259315965701
118399,32.0,36.71705659626481
118400,22.0,37.049918863546544
118401,24.0,22.92236597084389
118402,24.0,23.619747492879654
118403,34.0,29.205974739825628
118404,24.0,33.65304290014837
118405,17.0,25.216270480772195
118406,21.0,19.28273520079975
118407,17.0,21.70065902878295
118408,17.0,18.79451683139796
118409,11.0,16.827320357296934
118410,22.0,12.431741728309518
118411,28.0,19.82713024206504
118412,32.0,26.26170171117548
118413,17.0,30.454106796480765
118414,18.0,18.965212810759787
118415,17.0,17.719019989364284
118416,9.0,18.348783847640426
118417,21.0,13.70801448428217
118418,15.0,17.482082520983603
118419,5.0,17.07673878107179
118420,8.0,8.947662026687016
118421,15.0,8.469132329178546
118422,11.0,12.08455681260661
118423,13.0,10.155757074760292
118424,17.0,10.865602908109231
118425,11.0,15.16675552679478
118426,13.0,11.382308495646061
118427,11.0,11.485462759522871
118428,8.0,10.586195896834479
118429,8.0,8.213914263306226
118430,4.0,7.491914149336683
118431,4.0,6.35380492256547
118432,8.0,6.81492302976071
118433,4.0,9.08734444318419
118434,4.0,7.508028901361449
118435,0.0,7.01751159528601
118436,5.0,6.0145068564761
118437,8.0,7.430060544410292
118438,8.0,9.371991343065694
118439,5.0,9.095925548438611
118440,4.0,7.527606535006136
118441,5.0,7.043089082650127
118442,5.0,7.065004808799042
118443,5.0,6.238995253139851
118444,0.0,6.388980006648456
118445,5.0,4.800846551250441
118446,9.0,6.665642059046739
118447,11.0,9.482092547689057
118448,11.0,11.093785725976247
118449,15.0,11.283545695343246
118450,9.0,13.9353536731248
118451,9.0,10.265682523240898
118452,11.0,9.451615966440922
118453,15.0,9.976985242245394
118454,15.0,12.877720994690208
118455,13.0,13.671094326574174
118456,8.0,12.723014228592952
118457,8.0,9.796238727527435
118458,11.0,8.601528946560453
118459,5.0,9.872676260636677
118460,5.0,7.05984959990629
118461,9.0,6.68282470986053
118462,9.0,8.41362225398818
118463,9.0,8.79344328073071
118464,9.0,9.024530742062556
118465,11.0,9.136133776391432
118466,11.0,10.31948491884069
118467,11.0,9.753864131697505
118468,11.0,9.97924764667545
118469,9.0,10.640025035258365
118470,11.0,9.322123864075795
118471,8.0,9.851574980180764
118472,5.0,7.98967063650257
